geoAreaCode	geoAreaName	Goal	Goal Description	Target	Target Description	Indicator	Indicator Description	Tier	Release	Series	Series Description
127	Southern Asia (excluding India)	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	 Indicator 2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	Tier 1	2017.Q2.G.01	AG_PRD_FIESSN	Estimated number of population in severe food insecurity
127	Southern Asia (excluding India)	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	 Indicator 2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	Tier 1	2017.Q2.G.01	AG_PRD_FIESMS	Estimated prevalence of moderate or severe food insecurity in the population
127	Southern Asia (excluding India)	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	 Indicator 2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	Tier 1	2017.Q2.G.01	AG_PRD_FIESMSN	Estimated number of population in moderate or severe food insecurity
127	Southern Asia (excluding India)	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	 Indicator 2.a.2	Total official flows (official development assistance plus other official flows) to the agriculture sector	Tier 1	2017.Q2.G.01	DC_TOF_AGRL	Total official flows disbursements for agriculture, by recipient
127	Southern Asia (excluding India)	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	 Indicator 2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	Tier 1	2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population
127	Southern Asia (excluding India)	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.1	By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births	 Indicator 3.1.1	Maternal mortality ratio	Tier 1	2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio
127	Southern Asia (excluding India)	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	 Indicator 3.3.2	Tuberculosis incidence per 100,000 population	Tier 1	2017.Q2.G.01	SH_TBS_INCD	Tuberculosis incidence per 100,000 population
127	Southern Asia (excluding India)	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	 Indicator 3.3.1	Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations	Tier 1	2017.Q2.G.01	SH_HIV_INCD	Estimated HIV incidence rate
127	Southern Asia (excluding India)	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	 Indicator 3.7.1	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	Tier 1	2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods
127	Southern Asia (excluding India)	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	 Indicator 3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	Tier 1	2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease
