geoAreaCode	geoAreaName	Goal	Goal Description	Target	Target Description	Indicator	Indicator Description	Tier	Release	Series	Series Description
772	Tokelau	 Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture]	 Target 2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	 Indicator 2.a.2	Total official flows (official development assistance plus other official flows) to the agriculture sector	Tier 1	2017.Q2.G.01	DC_TOF_AGRL	Total official flows disbursements for agriculture, by recipient
772	Tokelau	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	 Indicator 3.7.2	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	Tier 1	2017.Q2.G.01	SP_DYN_ADKL	Adolescent birth rate per 1,000 adolescent women aged 15-19
772	Tokelau	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	 Indicator 3.3.2	Tuberculosis incidence per 100,000 population	Tier 1	2017.Q2.G.01	SH_TBS_INCD	Tuberculosis incidence per 100,000 population
772	Tokelau	 Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all]	 Target 4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	 Indicator 4.5.1	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	Tier 1	2017.Q2.G.01	SE_PRE_GPIPARTN	Gender parity index for participation rate in organized learning (one year before the official primary entry age)
772	Tokelau	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	 Indicator 3.b.2	Total net official development assistance to medical research and basic health sectors	Tier 1	2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient
772	Tokelau	 Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all]	 Target 4.2	By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education	 Indicator 4.2.2	Participation rate in organized learning (one year before the official primary entry age), by sex	Tier 1	2017.Q2.G.01	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age)
772	Tokelau	 Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all]	 Target 4.b	By 2020, substantially expand globally the number of scholarships available to developing countries, in particular least developed countries, small island developing States and African countries, for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes, in developed countries and other developing countries	 Indicator 4.b.1	Volume of official development assistance flows for scholarships by sector and type of study	Tier 1	2017.Q2.G.01	DC_TOF_SCHIPSL	Total official flows for scholarships, by recipient
772	Tokelau	 Goal 3	Ensure healthy lives and promote well-being for all at all ages]	 Target 3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	 Indicator 3.b.2	Total net official development assistance to medical research and basic health sectors	Tier 1	2017.Q2.G.01	DC_TOF_HLTHL	Total gross official disbursements for medical research and basic heath sectors, by recipient
772	Tokelau	 Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all]	 Target 8.a	Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries	 Indicator 8.a.1	Aid for Trade commitments and disbursements	Tier 1	2017.Q2.G.01	DC_TOF_TRDCML	Total official flows commitments for Aid for Trade, by recipient
772	Tokelau	 Goal 6	Ensure availability and sustainable management of water and sanitation for all]	 Target 6.a	By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies	 Indicator 6.a.1	Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan	Tier 1	2017.Q2.G.01	DC_TOF_WASHL	Total official flows for water supply and sanitation, by recipient
